section_id,circle,section,queries_tried,geocode_status,query_used,n_candidates,lat,lon,osm_name,osm_category,osm_type,osm_place_rank,osm_importance,other_candidates
MEDCHAL_VEMANA_COLONY,MEDCHAL,VEMANA COLONY,1,found,"Vemana Colony, Hyderabad, Telangana",1.0,17.4871275,78.3236067,"Vemana colony, Lingampally-Huda Colony Road, Sivaji Nagar, Ward 110 Chandanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India",amenity,childcare,30.0,6.836270695043896e-05,[]
RAJENDRA_NAGAR_AMANGAL,RAJENDRA NAGAR,AMANGAL,2,found,"Amangal, Telangana",1.0,16.8497797,78.5325679,"Amangal, Amangal mandal, Ranga Reddy, Telangana, 509321, India",place,town,18.0,0.16004000076295108,[]
RAJENDRA_NAGAR_BALAPUR,RAJENDRA NAGAR,BALAPUR,1,found,"Balapur, Hyderabad, Telangana",3.0,17.3055067,78.5042041,"HMWSSB - Balapur, RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India",office,government,30.0,5.36987869077137e-05,"[{""name"": ""Balapur subcentre building Badangpet - HUA(Basthi Dawakhana), RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India"", ""lat"": ""17.3075210"", ""lon"": ""78.5053298""}, {""name"": ""Balapur - II, RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India"", ""lat"": ""17.3085041"", ""lon"": ""78.5052949""}]"
RAJENDRA_NAGAR_GAGANPAHAD,RAJENDRA NAGAR,GAGANPAHAD,1,found,"Gaganpahad, Hyderabad, Telangana",3.0,17.3549315,78.4785127,"Gaganpahad, Rajendra Nagar (Basthi Dawakhana), Darul Shifa Road, Murad Mahal Colony, Ward 33 Moghalpura, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Charminar mandal, Hyderabad, Telangana, 500065, India",amenity,health_post,30.0,6.836270695043896e-05,"[{""name"": ""Gaganpahad-I, Flyover, Gagan Pahad, Ward 59 Mailardevpally, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500077, India"", ""lat"": ""17.2990973"", ""lon"": ""78.4169614""}, {""name"": ""Gaganpahad-II, NH44, Gagan Pahad, Ward 59 Mailardevpally, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500077, India"", ""lat"": ""17.2959988"", ""lon"": ""78.4192928""}]"
RAJENDRA_NAGAR_HIMAYAT_SAGAR,RAJENDRA NAGAR,HIMAYAT SAGAR,2,found,"Himayat Sagar, Telangana",2.0,17.3135573,78.3572056,"Himayat Sagar, Nagireddyguda, Moinabad mandal, Ranga Reddy, Telangana, 500058, India",water,lake,20.0,0.3626429788867404,"[{""name"": ""Himayat Sagar, Moinabad mandal, Ranga Reddy, Telangana, India"", ""lat"": ""17.2822726"", ""lon"": ""78.3612566""}]"
RAJENDRA_NAGAR_KADTHAL,RAJENDRA NAGAR,KADTHAL,2,found,"Kadthal, Telangana",2.0,16.9847566,78.4997445,"Kadthal, Kadthal mandal, Ranga Reddy, Telangana, 509358, India",place,town,18.0,0.07194870560319186,"[{""name"": ""Kadthal mandal, Ranga Reddy, Telangana, 509358, India"", ""lat"": ""16.9535872"", ""lon"": ""78.5097313""}]"
RAJENDRA_NAGAR_KANDUKUR,RAJENDRA NAGAR,KANDUKUR,2,found,"Kandukur, Telangana",2.0,17.0643848,78.489005,"Kandukur, Kandukur mandal, Ranga Reddy, Telangana, India",place,village,19.0,0.14670416800183103,"[{""name"": ""Kandukur mandal, Ranga Reddy, Telangana, India"", ""lat"": ""17.0812901"", ""lon"": ""78.5019684""}]"
RAJENDRA_NAGAR_KATEDAN,RAJENDRA NAGAR,KATEDAN,1,found,"Katedan, Hyderabad, Telangana",1.0,17.3026835,78.4398207,"Katedan, Ward 59 Mailardevpally, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500077, India",place,suburb,19.0,0.1467350293736171,[]
RAJENDRA_NAGAR_KISMATPUR,RAJENDRA NAGAR,KISMATPUR,1,found,"Kismatpur, Hyderabad, Telangana",3.0,17.3316182,78.4033571,"Kismatpur Rd, Sai Krishna Colony, Budvel, Ward 60 Rajendra Nagar, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500030, India",highway,tertiary,26.0,0.05340169604028378,"[{""name"": ""Kismatpur Road, Sai Baba Nagar Colony, Ward 60 Rajendra Nagar, Greater Hyderabad Municipal Corporation South Zone, Kismatpur, Gandipet mandal, Ranga Reddy, Telangana, 500086, India"", ""lat"": ""17.3342353"", ""lon"": ""78.3895809""}, {""name"": ""Maisamma Devalayam, Kismatpur Village, Kismatpur Road, Sai Baba Nagar Colony, Ward 60 Rajendra Nagar, Greater Hyderabad Municipal Corporation South Zone, Kismatpur, Gandipet mandal, Ranga Reddy, Telangana, 500086, India"", ""lat"": ""17.3336888"", ""lon"": ""78.3938925""}]"
RAJENDRA_NAGAR_KOTHUR,RAJENDRA NAGAR,KOTHUR,1,found,"Kothur, Hyderabad, Telangana",1.0,17.1438391,78.262652,"IDA Kothur, Old NH 7 Hyderabad Road, Mohinuddin Guda (U.I), Nandigama, Nandigama mandal, Ranga Reddy, Telangana, 509228, India",amenity,childcare,30.0,3.750133516437045e-05,[]
RAJENDRA_NAGAR_MAHESHWARAM,RAJENDRA NAGAR,MAHESHWARAM,1,found,"Maheshwaram, Hyderabad, Telangana",1.0,17.3158544,78.4828417,"Maheshwaram Lines, Ward 42 Barkas, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500005, India",place,neighbourhood,24.0,0.08006836270695046,[]
RAJENDRA_NAGAR_MD_PALLY,RAJENDRA NAGAR,MD PALLY,2,found,"Md Pally, Telangana",2.0,16.5874288,78.0085945,"MD Husain Pally-2, NH44, Moosapet, Moosapet mandal, Mahabubnagar, Telangana, India",amenity,childcare,30.0,4.0000762951049326e-05,"[{""name"": ""MD Husain Pally-1, NH44, Moosapet, Moosapet mandal, Mahabubnagar, Telangana, India"", ""lat"": ""16.5876039"", ""lon"": ""78.0075018""}]"
RAJENDRA_NAGAR_NANDIGAMA,RAJENDRA NAGAR,NANDIGAMA,1,found,"Nandigama, Hyderabad, Telangana",1.0,17.1174082,78.2486496,"Nandigama police station, Old NH 7 Hyderabad Road, Mohinuddin Guda (U.I), Chandrayanguda, Nandigama mandal, Ranga Reddy, Telangana, 509216, India",amenity,police,30.0,3.750133516437045e-05,[]
RAJENDRA_NAGAR_PAHADISHARIFF,RAJENDRA NAGAR,PAHADISHARIFF,4,found,"Pahadi Shareef, Telangana",2.0,17.2677334,78.4715471,"Pahadi Shareef Dargah, Pahadi Sharif, Balapur mandal, Ranga Reddy, Telangana, India",place,locality,25.0,0.04539457909600718,"[{""name"": ""SubCentre, Pahadi Shareef, Pahadi Shareef, Balapur mandal, Ranga Reddy, Telangana, 500005, India"", ""lat"": ""17.2711602"", ""lon"": ""78.4725134""}]"
RAJENDRA_NAGAR_RAJENDERNAGAR,RAJENDRA NAGAR,RAJENDERNAGAR,1,found,"Rajendernagar, Hyderabad, Telangana",1.0,17.3592197,78.4440413,"Panduranganagar, Rajendernagar (Basthi Dawakhana), Zoo Park Main Road, Kundetiguda, Ward 56 Kishanbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, 500064, India",amenity,health_post,30.0,6.836270695043896e-05,[]
RAJENDRA_NAGAR_SHADNAGAR_RURAL,RAJENDRA NAGAR,SHADNAGAR RURAL,3,found,"Shadnagar, Hyderabad, Telangana",3.0,17.0943572,78.2091059,"Shadnagar Sub Station, Old NH 7 Hyderabad Road, Shadnagar, Farooqnagar mandal, Ranga Reddy, Telangana, 509216, India",building,substation,30.0,3.750133516437045e-05,"[{""name"": ""Shadnagar 14, Old NH 7 Hyderabad Road, Shadnagar, Farooqnagar mandal, Ranga Reddy, Telangana, 509216, India"", ""lat"": ""17.0784896"", ""lon"": ""78.2031982""}, {""name"": ""SubCentre, Shadnagar(A), Old NH 7 Hyderabad Road, Shadnagar, Farooqnagar mandal, Ranga Reddy, Telangana, 509216, India"", ""lat"": ""17.0713335"", ""lon"": ""78.2051843""}]"
RAJENDRA_NAGAR_SHAMSHABAD,RAJENDRA NAGAR,SHAMSHABAD,1,found,"Shamshabad, Hyderabad, Telangana",3.0,17.2950515,78.3641547,"79W7+4M7, Kothwalguda, Telangana, Shamshabad, Hyderabad, Moinabad mandal, Ranga Reddy, Telangana, 501218, India",amenity,grave_yard,30.0,5.5001907377691576e-05,"[{""name"": ""Sri Sita Rama Chandra Swami Temple, 784W+V4G, Nagarguda - Shamshabad Rd, Near Rajeev Gandhi International Airport, Shamshabad, Ammapalle, Telangana, Nethaji Rd, Narkhuda, Hyderabad, Ranga Reddy, Telangana, 501218, India"", ""lat"": ""17.2572070"", ""lon"": ""78.3451039""}, {""name"": ""LUCKY REAL ESTATE, 68XJ+JH Chowdariguda, Telangana, Shamshabad, Chowderguda, Hyderabad, Ranga Reddy, Telangana, 501218, India"", ""lat"": ""17.2490959"", ""lon"": ""78.3314216""}]"
RAJENDRA_NAGAR_SHAPOOR,RAJENDRA NAGAR,SHAPOOR,2,found,"Shapoor, Telangana",1.0,18.0061198,77.6222813,"Shapoor, Nagalgidda mandal, Sangareddy, Telangana, India",amenity,childcare,30.0,5.179446097500599e-05,[]
RAJENDRA_NAGAR_SHASTRIPURAM,RAJENDRA NAGAR,SHASTRIPURAM,1,found,"Shastripuram, Hyderabad, Telangana",2.0,17.3327514,78.4502307,"Shastripuram, Ward 58 Shastripuram, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, 500064, India",place,neighbourhood,24.0,0.08006836270695046,"[{""name"": ""Ward 58 Shastripuram, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, India"", ""lat"": ""17.3232759"", ""lon"": ""78.4515682""}]"
RAJENDRA_NAGAR_SHIVARAM_PALLY,RAJENDRA NAGAR,SHIVARAM PALLY,1,found,"Shivaram Pally, Hyderabad, Telangana",2.0,17.3230489,78.436567,"NPA Shivaram Pally, NH44, Raghavendra Nagar, Ward 58 Shastripuram, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500052, India",railway,halt,30.0,6.836270695043896e-05,"[{""name"": ""NPA Shivaram Pally, NH44, Raghavendra Nagar, Ward 58 Shastripuram, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500052, India"", ""lat"": ""17.3230265"", ""lon"": ""78.4365781""}]"
SAROORNAGAR_ABDULLAPURMET,SAROORNAGAR,ABDULLAPURMET,2,found,"Abdullapurmet, Telangana",3.0,17.3209561,78.6929681,"Abdullapurmet mandal, Ranga Reddy, Telangana, India",boundary,administrative,12.0,0.13618373728802152,"[{""name"": ""Abdullapurmet lake, Balijaguda, Abdullapurmet mandal, Ranga Reddy, Telangana, India"", ""lat"": ""17.3194891"", ""lon"": ""78.6844552""}, {""name"": ""Abdullapurmet Lake, Laskerguda, Abdullapurmet mandal, Ranga Reddy, Telangana, 501512, India"", ""lat"": ""17.3062228"", ""lon"": ""78.6936274""}]"
SAROORNAGAR_ADIBATLA,SAROORNAGAR,ADIBATLA,2,found,"Adibatla, Telangana",1.0,17.230899,78.5558997,"Adibatla-2, Outer Ring Road, Bongulur, Ibrahimpatnam mandal, Ranga Reddy, Telangana, 501510, India",amenity,childcare,30.0,3.750133516437045e-05,[]
SAROORNAGAR_AUTONAGAR,SAROORNAGAR,AUTONAGAR,1,found,"Autonagar, Hyderabad, Telangana",1.0,17.3356141,78.5792031,"Autonagar, Vijaywada Highway, Sai Nagar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",amenity,place_of_worship,30.0,6.836270695043896e-05,[]
SAROORNAGAR_BADANGPET,SAROORNAGAR,BADANGPET,1,found,"Badangpet, Hyderabad, Telangana",3.0,17.3383467,78.5222127,"badangpet-almasguda road, New Maruthi Nagar, Karmanghat, Ward 16 Hasthinapuram, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 500659, India",highway,tertiary,26.0,0.05340169604028378,"[{""name"": ""badangpet-almasguda road, Om Nagar, Karmanghat, Jillelaguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""lat"": ""17.3313217"", ""lon"": ""78.5262111""}, {""name"": ""Balapur subcentre building Badangpet - HUA(Basthi Dawakhana), RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India"", ""lat"": ""17.3075210"", ""lon"": ""78.5053298""}]"
SAROORNAGAR_BAIRAMALGUDA,SAROORNAGAR,BAIRAMALGUDA,1,found,"Bairamalguda, Hyderabad, Telangana",1.0,17.3421597,78.5457628,"Bairamalguda, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500074, India",place,suburb,19.0,0.36467385585497514,[]
SAROORNAGAR_BANDLAGUDA,SAROORNAGAR,BANDLAGUDA,1,found,"Bandlaguda, Hyderabad, Telangana",3.0,17.3714879,78.5727265,"Bandlaguda, Ward 11 Nagole, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500068, India",place,suburb,19.0,0.1467350293736171,"[{""name"": ""Bandlaguda, Chandrayangutta, Ward 43 Chandrayangutta, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500005, India"", ""lat"": ""17.3145960"", ""lon"": ""78.4701106""}, {""name"": ""Bandlaguda, Hydrabad Paper mill Road, Patancheru, Ward 113 Patancheruvu, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Patancheruvu mandal, Sangareddy, Telangana, 502319, India"", ""lat"": ""17.5291099"", ""lon"": ""78.2780119""}]"
SAROORNAGAR_BN_REDDY_NAGAR,SAROORNAGAR,BN REDDY NAGAR,1,found,"Bn Reddy Nagar, Hyderabad, Telangana",3.0,17.462147,78.5921097,"BN Reddy Nagar, Cherlapally, Ward 3 Cherlapally, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal–Malkajgiri, Telangana, 500040, India",place,neighbourhood,24.0,0.08006836270695046,"[{""name"": ""BN Reddy Nagar, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""lat"": ""17.3197609"", ""lon"": ""78.5623061""}, {""name"": ""BN Reddy Nagar, Cherlapally, Ward 3 Cherlapally, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal\u2013Malkajgiri, Telangana, 500083, India"", ""lat"": ""17.4628833"", ""lon"": ""78.5958189""}]"
SAROORNAGAR_CHAMPAPET,SAROORNAGAR,CHAMPAPET,1,found,"Champapet, Hyderabad, Telangana",1.0,17.3445706,78.5169717,"Champapet, Ward 17 Champapet, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500659, India",place,suburb,19.0,0.1467350293736171,[]
SAROORNAGAR_HAYATH_NAGAR,SAROORNAGAR,HAYATH NAGAR,1,found,"Hayath Nagar, Hyderabad, Telangana",3.0,17.33069,78.5760047,"conway, 8HJG+7CC, Raithu Bazar Rd, near Sampoorna Theater, Andhra Kesari Nagar, Kamala Nagar, Hyderabad, Telangana 500070, Raithu Bazar Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",building,commercial,30.0,6.836270695043896e-05,"[{""name"": ""sri vasavi electrical, Kamala nagar, Vanasthalipuram, Hyderabad, Telangana 500070, Raithu Bazar Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""lat"": ""17.3303362"", ""lon"": ""78.5771085""}, {""name"": ""Sampoorna Theater, Complex, Raithu Bazar Rd, Huda Sai Nagar Colony, Vanasthalipuram, Telangana 500070, Vanasthalipuram Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""lat"": ""17.3311387"", ""lon"": ""78.5760357""}]"
SAROORNAGAR_IBRAHIMPATNAM,SAROORNAGAR,IBRAHIMPATNAM,2,found,"Ibrahimpatnam, Telangana",1.0,17.1952924,78.6508564,"Ibrahimpatnam, Ibrahimpatnam mandal, Ranga Reddy, Telangana, 501506, India",place,village,19.0,0.37838153675224867,[]
SAROORNAGAR_INJAPUR,SAROORNAGAR,INJAPUR,1,found,"Injapur, Hyderabad, Telangana",3.0,17.3055148,78.5934992,"Injapur - II, Bank Colony Road, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",amenity,childcare,30.0,6.836270695043896e-05,"[{""name"": ""Injapur Bus Stop (Sagar Ring Road side), Hyderabad - Nagarjuna Sagar Road, Teachers Colony, Gurramguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 501510, India"", ""lat"": ""17.2987410"", ""lon"": ""78.5825420""}, {""name"": ""Injapur Bus Stop, Hyderabad - Nagarjuna Sagar Road, Teachers Colony, Gurramguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 501510, India"", ""lat"": ""17.2994798"", ""lon"": ""78.5820956""}]"
SAROORNAGAR_LENIN_NAGAR,SAROORNAGAR,LENIN NAGAR,1,found,"Lenin Nagar, Hyderabad, Telangana",1.0,17.5132586,78.4237774,"Lenin Nagar, Jagadgirigutta, Ward 126 Jagathgirigutta, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500055, India",place,neighbourhood,24.0,0.08006836270695046,[]
SAROORNAGAR_L_B_NAGAR,SAROORNAGAR,L.B.NAGAR,1,found,"L.B.Nagar, Hyderabad, Telangana",2.0,17.349846,78.5479412,"L. B. Nagar, Vijaywada Highway, Vivekananda Nagar, LB Nagar, Ward 18 Lingojiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500074, India",railway,stop,30.0,6.836270695043896e-05,"[{""name"": ""L. B. Nagar, Vijaywada Highway, Laxmi Nagar Colony, Saroor Nagar, Ward 18 Lingojiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500102, India"", ""lat"": ""17.3498071"", ""lon"": ""78.5478875""}]"
SAROORNAGAR_MEERPET,SAROORNAGAR,MEERPET,1,found,"Meerpet, Hyderabad, Telangana",3.0,17.4546432,78.5715499,"Ward 4 Meerpet H.B Colony, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, India",boundary,administrative,20.0,0.1334016960402838,"[{""name"": ""Meerpet Ward office, A.P.H.B Colony Main Road, Mangapuram Colony, Ward 4 Meerpet H.B Colony, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500040, India"", ""lat"": ""17.4580965"", ""lon"": ""78.5646487""}, {""name"": ""Petyaari Pet Clinic Grooming and Diagnostics, H 8-147, near Gayathri Nagar, Kharmanghat, Jillelaguda, near HDFC Bank and Union Bank, Meerpet,, Inner Ring Road, Mythripuram, Karmanghat, Ward 17 Champapet, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 500079, India"", ""lat"": ""17.3376801"", ""lon"": ""78.5322366""}]"
SAROORNAGAR_PEDDA_AMBERPET,SAROORNAGAR,PEDDA AMBERPET,1,found,"Pedda Amberpet, Hyderabad, Telangana",1.0,17.3172848,78.6384505,"Pedda Amberpet - IV, Vijaywada Highway, Abdullapurmet mandal, Ranga Reddy, Telangana, 501505, India",amenity,childcare,30.0,4.307240405885431e-05,[]
SAROORNAGAR_RAMAKRISHNAPURAM,SAROORNAGAR,RAMAKRISHNAPURAM,1,found,"Ramakrishnapuram, Hyderabad, Telangana",2.0,17.4749782,78.5376874,"Ramakrishnapuram, Neredmet, Ward 140 Malkajgiri, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal–Malkajgiri, Telangana, 500056, India",place,neighbourhood,24.0,0.08006836270695046,"[{""name"": ""Ramakrishnapuram Cheruvu, Ward 136 Neredmet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal\u2013Malkajgiri, Telangana, 500056, India"", ""lat"": ""17.4759436"", ""lon"": ""78.5336290""}]"
SAROORNAGAR_SAROORNAGAR,SAROORNAGAR,SAROORNAGAR,1,found,"Saroornagar, Hyderabad, Telangana",3.0,17.3611655,78.5387443,"Ward 19 Saroornagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500035, India",boundary,administrative,20.0,0.1334016960402838,"[{""name"": ""NTR Nagar, Saroornagar (Basthi Dawakhana), green hills colony, NTR Nagar, Ward 20 RK Puram, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500102, India"", ""lat"": ""17.3577692"", ""lon"": ""78.5494821""}, {""name"": ""SubCentre Saroornagar, Road Number 14, Pochammabagh, Saroor Nagar, Ward 19 Saroornagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500035, India"", ""lat"": ""17.3573228"", ""lon"": ""78.5343008""}]"
SAROORNAGAR_TURKAYAMZAL,SAROORNAGAR,TURKAYAMZAL,2,not_found,,,,,,,,,,
SAROORNAGAR_VANASTHALIPURAM,SAROORNAGAR,VANASTHALIPURAM,1,found,"Vanasthalipuram, Hyderabad, Telangana",3.0,17.3303179,78.568278,"Vanasthalipuram, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",place,suburb,19.0,0.1467350293736171,"[{""name"": ""Vanasthalipuram, Vijaywada Highway, Indira Nagar, Chintalkunta, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""lat"": ""17.3367900"", ""lon"": ""78.5741408""}, {""name"": ""Vanasthalipuram, Vijaywada Highway, Prashanth Nagar, Vanasthalipuram, Hayathnagar mandal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""lat"": ""17.3365928"", ""lon"": ""78.5736125""}]"
SECUNDERABAD_ALWAL,SECUNDERABAD,ALWAL,1,found,"Alwal, Hyderabad, Telangana",2.0,17.5022292,78.5088584,"Alwal, Ward 134 Alwal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal–Malkajgiri, Telangana, 500015, India",place,suburb,19.0,0.3687910674753876,"[{""name"": ""alwal, Alwal, Ward 134 Alwal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal\u2013Malkajgiri, Telangana, 500015, India"", ""lat"": ""17.5018763"", ""lon"": ""78.5090947""}]"
SECUNDERABAD_BALANAGAR,SECUNDERABAD,BALANAGAR,1,found,"Balanagar, Hyderabad, Telangana",3.0,17.4768224,78.4219645,"Balanagar, Kukkatpally Main Road - Mumbai Highway, Habeeb Nagar, Ward 115 Balaji Nagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500047, India",railway,station,30.0,0.22274623325780465,"[{""name"": ""Balanagar, Kukkatpally Main Road - Mumbai Highway, Habeeb Nagar, Ward 115 Balaji Nagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500047, India"", ""lat"": ""17.4770298"", ""lon"": ""78.4216187""}, {""name"": ""Balanagar, Balanagar Cross Road, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500071, India"", ""lat"": ""17.4657110"", ""lon"": ""78.4495252""}]"
SECUNDERABAD_BOLLARUM,SECUNDERABAD,BOLLARUM,1,found,"Bollarum, Hyderabad, Telangana",1.0,17.5216284,78.5162616,"Urban Primary Health Centre, Bollarum, Stewart Road, Lakadwala Colony, Bolarum, Alwal mandal, Hyderabad, Telangana, 500094, India",amenity,clinic,30.0,5.36987869077137e-05,[]
SECUNDERABAD_CLOCK_TOWER,SECUNDERABAD,CLOCK TOWER,1,found,"Clock Tower, Hyderabad, Telangana",1.0,17.4409014,78.4985547,"Clock Tower, Regimental Bazar Main Road, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500003, India",historic,monument,30.0,6.836270695043896e-05,[]
SECUNDERABAD_FEROZEGUDA,SECUNDERABAD,FEROZEGUDA,2,not_found,,,,,,,,,,
SECUNDERABAD_GYMKHANA,SECUNDERABAD,GYMKHANA,1,found,"Gymkhana, Hyderabad, Telangana",3.0,17.4467891,78.4896468,"Gymkhana Grounds, Rasoolpura, Tirumalagiri mandal, Hyderabad, Telangana, India",landuse,recreation_ground,24.0,0.08005369878690773,"[{""name"": ""Gymkhana Cricket Pitch, General Choudhuri Road, Boiguda, Marredpally mandal, Secunderabad mandal, Hyderabad, Telangana, 500003, India"", ""lat"": ""17.4449626"", ""lon"": ""78.4900223""}, {""name"": ""Hyderabad Gymkhana, Road No. 2, Jubilee Hills, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500096, India"", ""lat"": ""17.4254119"", ""lon"": ""78.4206370""}]"
SECUNDERABAD_I_D_P_L,SECUNDERABAD,I.D.P.L.,1,found,"I.D.P.L., Hyderabad, Telangana",2.0,17.360589,78.4740613,"Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",boundary,administrative,16.0,0.6445777068319916,"[{""name"": ""Hyderabad, Telangana, India"", ""lat"": ""17.3887860"", ""lon"": ""78.4610647""}]"
SECUNDERABAD_KARKHANA,SECUNDERABAD,KARKHANA,1,found,"Karkhana, Hyderabad, Telangana",1.0,17.4732138,78.5115017,"Karkhana, Tirumalagiri, Tirumalagiri mandal, Hyderabad, Telangana, 500015, India",place,neighbourhood,24.0,0.36591189903985394,[]
SECUNDERABAD_LALBAZAR,SECUNDERABAD,LALBAZAR,2,not_found,,,,,,,,,,
