section_id,circle,division,subdivision,section,geocode_status,lat,lon,review_priority,flags,note,km_from_circle_centre,km_from_division_centre,query_used,alias_used,osm_name,osm_category,osm_type,osm_place_rank,n_candidates,other_candidates,flag_not_found,flag_outside_greater_hyderabad,flag_far_from_circle,flag_far_from_division,flag_too_vague,flag_shares_coordinates,flag_matched_a_building_or_road
SAROORNAGAR_HAYATH_NAGAR,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,HAYATH NAGAR,found,17.33069,78.5760047,2_check_if_time,matched_a_building_or_road,,2.1,3.2,"Hayath Nagar, Hyderabad, Telangana",False,"conway, 8HJG+7CC, Raithu Bazar Rd, near Sampoorna Theater, Andhra Kesari Nagar, Kamala Nagar, Hyderabad, Telangana 500070, Raithu Bazar Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",building,commercial,30.0,3.0,"[{""name"": ""sri vasavi electrical, Kamala nagar, Vanasthalipuram, Hyderabad, Telangana 500070, Raithu Bazar Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""lat"": ""17.3303362"", ""lon"": ""78.5771085""}, {""name"": ""Sampoorna Theater, Complex, Raithu Bazar Rd, Huda Sai Nagar Colony, Vanasthalipuram, Telangana 500070, Vanasthalipuram Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""lat"": ""17.3311387"", ""lon"": ""78.5760357""}]",False,False,False,False,False,False,True
SAROORNAGAR_IBRAHIMPATNAM,SAROORNAGAR,IBRAHIMPATNAM,IBRAHIMPATNAM,IBRAHIMPATNAM,found,17.1952924,78.6508564,2_check_if_time,far_from_circle; far_from_division,far from neighbours but matched a real town/village of that name - probably an outlying section,18.1,13.5,"Ibrahimpatnam, Telangana",False,"Ibrahimpatnam, Ibrahimpatnam mandal, Ranga Reddy, Telangana, 501506, India",place,village,19.0,1.0,[],False,False,True,True,False,False,False
SAROORNAGAR_L_B_NAGAR,SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,found,17.349846,78.5479412,2_check_if_time,matched_a_building_or_road,,2.7,2.8,"L.B.Nagar, Hyderabad, Telangana",False,"L. B. Nagar, Vijaywada Highway, Vivekananda Nagar, LB Nagar, Ward 18 Lingojiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500074, India",railway,stop,30.0,2.0,"[{""name"": ""L. B. Nagar, Vijaywada Highway, Laxmi Nagar Colony, Saroor Nagar, Ward 18 Lingojiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500102, India"", ""lat"": ""17.3498071"", ""lon"": ""78.5478875""}]",False,False,False,False,False,False,True
SAROORNAGAR_MEERPET,SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,found,17.3233291,78.5260272,2_check_if_time,matched_a_building_or_road,,3.9,1.6,Meerpet,False,"Meerpet Road, Aditya Nagar, Karmanghat, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India",highway,residential,26.0,3.0,"[{""score"": 5.24, ""km_from_expected"": 2.24, ""query"": ""Meerpet"", ""lat"": 17.322855, ""lon"": 78.5277216, ""name"": ""Meerpet Road, Sarvodaya Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""highway"", ""type"": ""tertiary"", ""place_rank"": 26}, {""score"": 5.31, ""km_from_expected"": 2.31, ""query"": ""Meerpet"", ""lat"": 17.3227773, ""lon"": 78.529007, ""name"": ""Meerpet Road, Sarvodaya Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26}, {""score"": 5.31, ""km_from_expected"": 2.31, ""query"": ""Meerpet"", ""lat"": 17.3225164, ""lon"": 78.5284474, ""name"": ""Burjuarea govt building Meerpet - HUA(Basthi Dawakhana), Meerpet Road, Sarvodaya Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""amenity"", ""type"": ""health_post"", ""place_rank"": 30}, {""score"": 5.5, ""km_from_expected"": 2.5, ""query"": ""Meerpet"", ""lat"": 17.322338, ""lon"": 78.5319055, ""name"": ""Meerpet Road, NBR Colony, Jillelaguda, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""category"": ""highway"", ""type"": ""residential"", ""place_rank"": 26}]",False,False,False,False,False,False,True
SECUNDERABAD_BALANAGAR,SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,found,17.465711,78.4495252,2_check_if_time,matched_a_building_or_road,,5.6,1.3,"Balanagar, Hyderabad",False,"Balanagar, Balanagar Cross Road, Idpl, Ward 120 Balanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500071, India",craft,shoemaker,30.0,3.0,"[{""score"": 12.11, ""km_from_expected"": 4.11, ""query"": ""Balanagar, Bowenpally"", ""lat"": 17.4617293, ""lon"": 78.4733842, ""name"": ""Bowenpally, Old Airport Road, Vayu Nagar, Rasoolpura, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Tirumalagiri mandal, Hyderabad, Telangana, 500011, India"", ""category"": ""highway"", ""type"": ""bus_stop"", ""place_rank"": 30}, {""score"": 12.23, ""km_from_expected"": 4.23, ""query"": ""Balanagar, Bowenpally"", ""lat"": 17.4772245, ""lon"": 78.4849389, ""name"": ""Old Bowenpally Qabristan, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, India"", ""category"": ""landuse"", ""type"": ""cemetery"", ""place_rank"": 24}, {""score"": 12.48, ""km_from_expected"": 4.48, ""query"": ""Balanagar, Bowenpally"", ""lat"": 17.4755371, ""lon"": 78.4792282, ""name"": ""Bowenpally, Hasmathpet bus stop road, HAL Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500015, India"", ""category"": ""leisure"", ""type"": ""pitch"", ""place_rank"": 30}, {""score"": 12.79, ""km_from_expected"": 9.79, ""query"": ""Balanagar, Hyderabad"", ""lat"": 17.4767602, ""lon"": 78.4221009, ""name"": ""Balanagar, Kukkatpally Main Road - Mumbai Highway, Sangeet Nagar, Ward 121 Kukatpally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500047, India"", ""category"": ""railway"", ""type"": ""stop"", ""place_rank"": 30}]",False,False,False,False,False,False,True
SECUNDERABAD_BOLLARUM,SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,found,17.5216284,78.5162616,2_check_if_time,matched_a_building_or_road,,6.8,5.0,"Bollarum, Hyderabad, Telangana",False,"Urban Primary Health Centre, Bollarum, Stewart Road, Lakadwala Colony, Bolarum, Alwal mandal, Hyderabad, Telangana, 500094, India",amenity,clinic,30.0,1.0,[],False,False,False,False,False,False,True
SECUNDERABAD_CLOCK_TOWER,SECUNDERABAD,PARADISE,JAMES STREET,CLOCK TOWER,found,17.4409014,78.4985547,2_check_if_time,matched_a_building_or_road,,2.7,2.0,"Clock Tower, Hyderabad, Telangana",False,"Clock Tower, Regimental Bazar Main Road, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500003, India",historic,monument,30.0,1.0,[],False,False,False,False,False,False,True
SECUNDERABAD_GYMKHANA,SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,found,17.4467891,78.4896468,2_check_if_time,matched_a_building_or_road,,2.4,5.5,"Gymkhana, Hyderabad, Telangana",False,"Gymkhana Grounds, Rasoolpura, Tirumalagiri mandal, Hyderabad, Telangana, India",landuse,recreation_ground,24.0,3.0,"[{""name"": ""Gymkhana Cricket Pitch, General Choudhuri Road, Boiguda, Marredpally mandal, Secunderabad mandal, Hyderabad, Telangana, 500003, India"", ""lat"": ""17.4449626"", ""lon"": ""78.4900223""}, {""name"": ""Hyderabad Gymkhana, Road No. 2, Jubilee Hills, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500096, India"", ""lat"": ""17.4254119"", ""lon"": ""78.4206370""}]",False,False,False,False,False,False,True
SECUNDERABAD_LALLAGUDA,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,found,17.4377225,78.521976,2_check_if_time,matched_a_building_or_road,,3.9,2.0,"Lallaguda, Hyderabad, Telangana",False,"South Central Railway Central Hospital Lallaguda, Lalaguda Bridge, Fateh Nagar, Ward 144 Mettuguda, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Medchal–Malkajgiri, Telangana, 500017, India",amenity,hospital,30.0,1.0,[],False,False,False,False,False,False,True
SECUNDERABAD_NEW_BOWENPALLY,SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,found,17.462942,78.4712356,2_check_if_time,matched_a_building_or_road,,3.3,2.1,"New Bowenpally, Hyderabad, Telangana",False,"kbn, new bowenpally, Balanagar Main Road, Vayu Nagar, Rasoolpura, Tirumalagiri mandal, Hyderabad, Telangana, 500011, India",building,house,30.0,1.0,[],False,False,False,False,False,False,True
SECUNDERABAD_OLD_BOWENPALLY,SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,found,17.4772245,78.4849389,2_check_if_time,matched_a_building_or_road,,2.4,3.8,"Old Bowenpally, Hyderabad, Telangana",False,"Old Bowenpally Qabristan, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, India",landuse,cemetery,24.0,3.0,"[{""name"": ""Old Bowenpally Bus stop, Hasmathpet bus stop road, HAL Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500015, India"", ""lat"": ""17.4766303"", ""lon"": ""78.4788563""}, {""name"": ""Government Homoeo Dispensary, Old Bowenpally, Hasmathpet bus stop road, HAL Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Balanagar mandal, Hyderabad, Telangana, 500015, India"", ""lat"": ""17.4777191"", ""lon"": ""78.4787375""}]",False,False,False,False,False,False,True
SECUNDERABAD_PADMARAO_NAGAR,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,found,17.4256007,78.5085153,2_check_if_time,matched_a_building_or_road,,4.5,1.5,"Padmarao Nagar, Hyderabad, Telangana",False,"padmarao nagar park, Boiguda, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, India",leisure,park,24.0,3.0,"[{""name"": ""Padmarao Nagar Road, Padma Rao Nagar, Boiguda, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500025, India"", ""lat"": ""17.4261682"", ""lon"": ""78.5076996""}, {""name"": ""Padmarao Nagar Road, Parsigutta, Ward 146 Boudha Nagar, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Musheerabad mandal, Hyderabad, Telangana, 500061, India"", ""lat"": ""17.4152617"", ""lon"": ""78.5109524""}]",False,False,False,False,False,False,True
SECUNDERABAD_PARADISE,SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,found,17.4419052,78.4875195,2_check_if_time,matched_a_building_or_road,,3.0,3.1,"Paradise, Hyderabad, Telangana",False,"Paradise, S.D. Road, Jawahar Nagar Colony, Boiguda, Ward 149 Begumpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",highway,traffic_signals,30.0,3.0,"[{""name"": ""Paradise, NTR Nagar Road, AS Raju Nagar, Kukatpally, Ward 122 Vivekananda Nagar Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500072, India"", ""lat"": ""17.4931834"", ""lon"": ""78.4044261""}, {""name"": ""Paradise, LB Nagar Service Road, NTR Nagar, Ward 20 RK Puram, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500102, India"", ""lat"": ""17.3608547"", ""lon"": ""78.5445611""}]",False,False,False,False,False,False,True
SECUNDERABAD_R_P_NILAYAM,SECUNDERABAD,SECUNDERABAD,LALBAZAR,R.P. NILAYAM,found,17.5052816,78.5209315,2_check_if_time,matched_a_building_or_road,,5.3,3.3,"Rashtrapati Nilayam, Telangana",True,"Rashtrapati nilayam, Malkajgiri mandal, Medchal–Malkajgiri, Telangana, India",landuse,military,24.0,1.0,[],False,False,False,False,False,False,True
SECUNDERABAD_TARNAKA,SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,found,17.4285479,78.5379433,2_check_if_time,matched_a_building_or_road,,5.8,3.8,"Tarnaka, Hyderabad, Telangana",False,"Tarnaka, lane number 5, Hanuman Nagar Colony, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500017, India",leisure,beach_resort,30.0,3.0,"[{""name"": ""Tarnaka, Krishna Deva Raya Road, Mettuguda, Sitaphalmandi, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Malkajgiri mandal, Hyderabad, Telangana, 500017, India"", ""lat"": ""17.4282965"", ""lon"": ""78.5284415""}, {""name"": ""Sudharshan, Tarnaka, Street No 1, Hanuman Nagar Colony, Marredpally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Telangana, 500017, India"", ""lat"": ""17.4248942"", ""lon"": ""78.5358894""}]",False,False,False,False,False,False,True
BANJARA_HILLS_BANJARA_HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,found,17.4177464,78.4399014,3_looks_ok,,,2.8,3.0,"Banjara Hills, Hyderabad, Telangana",False,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India",place,suburb,19.0,1.0,[],False,False,False,False,False,False,False
BANJARA_HILLS_BEGUMPET,BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,found,17.446195,78.463016,3_looks_ok,,,3.8,2.6,"Begumpet, Hyderabad, Telangana",False,"Begumpet, Ward 149 Begumpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Balanagar mandal, Medchal–Malkajgiri, Telangana, 500133, India",place,suburb,19.0,3.0,"[{""name"": ""Begumpet, brahmanwadi street number 1, Uma Nagar, Ameerpet, Ward 149 Begumpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Ameerpet mandal, Hyderabad, Telangana, 500133, India"", ""lat"": ""17.4386951"", ""lon"": ""78.4580969""}, {""name"": ""Begumpet, brahmanwadi street number 1, Uma Nagar, Ameerpet, Ward 149 Begumpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Ameerpet mandal, Hyderabad, Telangana, 500133, India"", ""lat"": ""17.4386323"", ""lon"": ""78.4580666""}]",False,False,False,False,False,False,False
BANJARA_HILLS_ERRAGADDA,BANJARA HILLS,GREEN LANDS,SANATH NAGAR,ERRAGADDA,found,17.4487999,78.4356074,3_looks_ok,,,1.4,1.0,"Erragadda, Hyderabad, Telangana",False,"Erragadda, Ward 101 Erragadda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500018, India",place,suburb,19.0,2.0,"[{""name"": ""Erragadda, Sanath Nagar Road, Sanath Nagar, Ward 100 Sanath Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Balanagar mandal, Medchal\u2013Malkajgiri, Telangana, 500018, India"", ""lat"": ""17.4573276"", ""lon"": ""78.4334618""}]",False,False,False,False,False,False,False
BANJARA_HILLS_FILM_NAGAR,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,found,17.4140574,78.4105031,3_looks_ok,,,3.9,2.8,"Film Nagar, Hyderabad, Telangana",False,"Film Nagar, Navirman Nagar, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500096, India",place,neighbourhood,24.0,1.0,[],False,False,False,False,False,False,False
BANJARA_HILLS_JUBILEE_HILLS,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,found,17.4308362,78.4102882,3_looks_ok,,,2.9,1.7,"Jubilee Hills, Hyderabad, Telangana",False,"Jubilee Hills, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500033, India",place,suburb,19.0,1.0,[],False,False,False,False,False,False,False
BANJARA_HILLS_MADHAPUR,BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,found,17.4408924,78.3916304,3_looks_ok,,,4.7,3.8,"Madhapur, Hyderabad, Telangana",False,"Madhapur, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 800081, India",place,suburb,19.0,1.0,[],False,False,False,False,False,False,False
BANJARA_HILLS_SRI_KRISHNA_NAGAR,BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,found,17.4330523,78.4246746,3_looks_ok,,,1.4,0.6,"Krishna Nagar, Hyderabad",True,"Krishna Nagar, Jubilee Hills, Ward 96 Yousufguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500045, India",place,neighbourhood,24.0,1.0,"[{""score"": 8.64, ""km_from_expected"": 0.64, ""query"": ""Sri Krishna Nagar, Banjara Hills"", ""lat"": 17.433945, ""lon"": 78.4276962, ""name"": ""Vidya Niketan High School, Sri Krishna Nagar, Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, Yousufguda Main Road, Krishna Nagar, Jubilee Hills, Ward 96 Yousufguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500045, India"", ""category"": ""amenity"", ""type"": ""university"", ""place_rank"": 30}, {""score"": 8.69, ""km_from_expected"": 0.69, ""query"": ""Sri Krishna Nagar, Banjara Hills"", ""lat"": 17.4329259, ""lon"": 78.4278769, ""name"": ""Sri Sairam High School Main Branch, A-264, Sri Nagar Colony, Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, Yousufguda Main Road, Krishna Nagar, Jubilee Hills, Ward 96 Yousufguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500045, India"", ""category"": ""amenity"", ""type"": ""university"", ""place_rank"": 30}, {""score"": 8.69, ""km_from_expected"": 0.69, ""query"": ""Sri Krishna Nagar, Banjara Hills"", ""lat"": 17.4332692, ""lon"": 78.4275719, ""name"": ""Amaravathi High School, Sri Krishna Nagar, Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, Yousufguda Main Road, Krishna Nagar, Jubilee Hills, Ward 96 Yousufguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500045, India"", ""category"": ""amenity"", ""type"": ""university"", ""place_rank"": 30}, {""score"": 8.71, ""km_from_expected"": 0.71, ""query"": ""Sri Krishna Nagar, Banjara Hills"", ""lat"": 17.4319374, ""lon"": 78.4286034, ""name"": ""Unique Public School, 302,8-3-231/A/410, Sri Nagar Colony, Krishna Nagar, Yousufguda, Hyderabad, Telangana 500045, road number 5, Prashant Nagar, Banjara Hills, Ward 96 Yousufguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500045, India"", ""category"": ""amenity"", ""type"": ""university"", ""place_rank"": 30}]",False,False,False,False,False,False,False
BANJARA_HILLS_YOUSUFGUDA,BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,found,17.4387499,78.4279866,3_looks_ok,,,0.8,1.3,"Yousufguda, Hyderabad, Telangana",False,"Yousufguda, Ward 99 Vengal Rao Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500045, India",place,suburb,19.0,1.0,[],False,False,False,False,False,False,False
CYBERCITY_ALLAPUR,CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,found,17.4565793,78.4095538,3_looks_ok,,,4.9,3.0,"Allapur, Hyderabad, Telangana",False,"Allapur, Ward 116 Allapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 800081, India",place,neighbourhood,24.0,2.0,"[{""name"": ""Ward 116 Allapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, India"", ""lat"": ""17.4636193"", ""lon"": ""78.3916896""}]",False,False,False,False,False,False,False
CYBERCITY_BALAJI_NAGAR,CYBERCITY,KONDAPUR,KPHB,BALAJI NAGAR,found,17.4821906,78.4096963,3_looks_ok,,,5.7,3.8,"Balaji Nagar, Hyderabad",False,"Balaji Nagar, KPHB Colony, Ward 115 Balaji Nagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500047, India",place,neighbourhood,24.0,3.0,"[{""score"": 5.34, ""km_from_expected"": 2.34, ""query"": ""Balaji Nagar, Kondapur"", ""lat"": 17.4413554, ""lon"": 78.388307, ""name"": ""Balaji Hyderabad Mithai Bhandar, Cyber Towers - Madhapur Main Road, Vittal Rao Nagar, Madhapur, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 800081, India"", ""category"": ""amenity"", ""type"": ""fast_food"", ""place_rank"": 30}, {""score"": 5.91, ""km_from_expected"": 2.91, ""query"": ""Balaji Nagar, Kondapur"", ""lat"": 17.4396893, ""lon"": 78.3940188, ""name"": ""Sri Laxmi Balaji Womens Hostel, Cyber Towers - Madhapur Main Road, Vittal Rao Nagar, Madhapur, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 800081, India"", ""category"": ""tourism"", ""type"": ""hostel"", ""place_rank"": 30}, {""score"": 10.15, ""km_from_expected"": 10.15, ""query"": ""Balaji Nagar, Hyderabad"", ""lat"": 17.3839683, ""lon"": 78.430958, ""name"": ""Balaji Nagar, Ward 71 Gudimalkapur, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, 500264, India"", ""category"": ""place"", ""type"": ""neighbourhood"", ""place_rank"": 24}, {""score"": 20.57, ""km_from_expected"": 20.57, ""query"": ""Balaji Nagar"", ""lat"": 17.5148928, ""lon"": 78.557151, ""name"": ""Balaji Nagar, Alwal mandal, Medchal\u2013Malkajgiri, Telangana, 500087, India"", ""category"": ""place"", ""type"": ""suburb"", ""place_rank"": 19}]",False,False,False,False,False,False,False
CYBERCITY_GACHIBOWLI,CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,found,17.4436222,78.3519638,3_looks_ok,,,2.3,4.5,"Gachibowli, Hyderabad, Telangana",False,"Gachibowli, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500032, India",place,suburb,19.0,1.0,[],False,False,False,False,False,False,False
CYBERCITY_HAFEEZPET,CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,found,17.4834409,78.3611316,3_looks_ok,,,3.2,1.2,"Hafeezpet, Hyderabad, Telangana",False,"Hafeezpet, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500049, India",place,neighbourhood,24.0,1.0,[],False,False,False,False,False,False,False
CYBERCITY_K_P_H_B_COLONY,CYBERCITY,KONDAPUR,KPHB,K P H B COLONY,found,17.4922068,78.3973638,3_looks_ok,,,5.4,3.9,"KPHB Colony, Hyderabad",True,"KPHB Colony, Ward 115 Balaji Nagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500072, India",place,suburb,19.0,1.0,"[{""score"": 8.14, ""km_from_expected"": 5.14, ""query"": ""KPHB Colony, Hyderabad"", ""lat"": 17.4938025, ""lon"": 78.4017651, ""name"": ""KPHB Colony, Nizampet - JNTU Road Mumbai Highway, Satavahana Nagar, Ward 123 Hydernagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500072, India"", ""category"": ""railway"", ""type"": ""station"", ""place_rank"": 30}, {""score"": 28.34, ""km_from_expected"": 20.34, ""query"": ""K P H B Colony, Hyderabad"", ""lat"": 17.4582681, ""lon"": 78.5648135, ""name"": ""A.P.H.B Colony Main Road, Mangapuram Colony, Ward 4 Meerpet H.B Colony, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500040, India"", ""category"": ""highway"", ""type"": ""tertiary"", ""place_rank"": 26}]",False,False,False,False,False,False,False
CYBERCITY_KONDAPUR,CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,found,17.4587912,78.3730556,3_looks_ok,,,1.1,3.4,"Kondapur, Hyderabad, Telangana",False,"Kondapur, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India",place,suburb,19.0,1.0,[],False,False,False,False,False,False,False
CYBERCITY_NALLAGANDLA,CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,found,17.4774828,78.3060359,3_looks_ok,,,7.1,5.9,"Nallagandla, Hyderabad, Telangana",False,"Nallagandla, Chandanagar, Lingampally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India",place,neighbourhood,24.0,2.0,"[{""name"": ""Nallagandla Chervu, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, India"", ""lat"": ""17.4689276"", ""lon"": ""78.3154189""}]",False,False,False,False,False,False,False
CYBERCITY_TARANAGAR,CYBERCITY,GACHIBOWLI,GACHIBOWLI,TARANAGAR,found,17.4926497,78.3184691,3_looks_ok,,,6.7,4.8,"Taranagar, Hyderabad, Telangana",False,"Taranagar, Ward 110 Chandanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500050, India",place,neighbourhood,24.0,3.0,"[{""name"": ""Taranagar, Old Bombay Road, Sivaji Nagar, Ward 110 Chandanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India"", ""lat"": ""17.4895282"", ""lon"": ""78.3193095""}, {""name"": ""Taranagar, Tuljabhavani street, Taranagar, Chandanagar, Lingampally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India"", ""lat"": ""17.4904133"", ""lon"": ""78.3169547""}]",False,False,False,False,False,False,False
